id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
90676,Short North - Italianate Cottage,483306,Audra & Lacey,,Near North/University,39.98394,-83.00321,Entire home/apt,213,1,605,9/11/22,4.54,3,161,110,2022-2475
543140,Private queen bedroom 1 - N.Campus,2350409,Edward,,Near North/University,40.01243,-83.00986,Private room,29,3,123,8/29/22,1,3,263,16,2019-1344
591101,The Bellows' Studio Loft  (3rd floor apartment),2889677,Gail,,Near East,39.96086,-82.97968,Private room,100,2,272,9/18/22,2.21,1,353,30,2019-1230
923248,1 Single Bed in a Shared Coed Dorm at the Hostel,4965048,Mathew,,Near North/University,40.01259,-83.00164,Shared room,37,1,286,9/4/22,2.45,9,359,45,2019-1314
927867,Full Private Room at the Hostel,4965048,Mathew,,Near North/University,40.01259,-83.00164,Private room,72,1,63,6/19/22,0.57,9,352,7,2019-1314
1183297,Hannah's Haus**Prime location in German Village**,235498219,Jessica,,Near South,39.95223,-82.99557,Entire home/apt,193,2,51,9/11/22,4.41,1,130,51,
1217678,Comfortable rooms in Clintonville 1,5707733,Russell And Douglas,,Clintonville,40.03828,-83.01838,Private room,85,1,209,8/28/22,1.86,2,336,30,2019-2104
1286887,Better than a hotel! German Village,78761,Jeff & Stevo,,Near South,39.947,-82.99074,Entire home/apt,241,3,162,9/11/22,1.47,1,334,16,2019-1888
1336145,Comfortable rooms in Clintonville 2,5707733,Russell And Douglas,,Clintonville,40.03689,-83.0183,Private room,85,1,161,8/28/22,1.46,2,320,20,2019-2104
1520102,1 Single Bed in a Shared Coed Dorm at the Hostel,4965048,Mathew,,Near North/University,40.01259,-83.00164,Shared room,40,1,45,9/27/20,0.43,9,256,0,2019-1314
1763836,Charming 1BR Clintonville Apt,7785489,Nancy,,Near North/University,40.01796,-83.00267,Entire home/apt,85,4,86,5/15/22,0.79,3,309,3,2019-1275
2134901,Terrific Apt just south of OSU,6466841,Linda,,Near North/University,39.98743,-83.01669,Entire home/apt,180,60,36,9/4/22,0.34,3,276,1,2019-1846
2151458,Architect’s House on the Park,10907285,Tom,,Far North,40.07986,-83.01504,Entire home/apt,175,28,29,10/15/20,0.79,1,160,0,
2172026,Mid-Century Sweet Little Apartment,6466841,Linda,,Near North/University,39.9867,-83.01121,Entire home/apt,140,30,34,11/27/21,0.32,3,312,7,2019-1847
2196955,Close to OSU and Riverside Hospital (30day min),11043646,Curt,,West Olentangy,40.02356,-83.03218,Private room,30,28,50,8/20/21,0.63,3,105,0,
2227278,German Village Getaway,11366166,Tina,,Near South,39.94098,-82.98737,Entire home/apt,250,4,3,10/29/17,0.04,1,330,0,2019-1536
2262958,Great apartment with extra rooms,6466841,Linda,,Near North/University,39.98702,-83.01136,Entire home/apt,160,60,38,7/24/22,0.38,3,6,1,2019-1848
2349920,Eclectic Short North Escape w/FREE Parking,10776491,Catherine & Bryan,,Near North/University,39.98617,-83.00371,Entire home/apt,287,2,177,9/4/22,1.69,4,198,36,2019-2361
3193181,LUXURY LIVING on a budget,16184897,Toya,,South Linden,40.0087,-82.97472,Entire home/apt,101,4,151,8/15/22,1.5,5,176,4,2019-2084
3220282,"Quaint, Sunny + Stylish Vic Village Apt",6915183,Lauryn & Matt,,Near North/University,39.9831,-83.01296,Entire home/apt,165,2,11,7/28/17,0.12,1,263,0,
3489746,Retreat in the City - River view room in our home,17572985,Leslie,,West Scioto,40.04729,-83.09825,Private room,149,1,55,5/30/22,0.55,2,363,5,
3497601,Retreat in the city - Garden view room in our home,17572985,Leslie,,West Scioto,40.04754,-83.09845,Private room,129,1,34,10/31/21,0.37,2,363,3,
3731977,Relaxation Near Easton - Gym & Theater Room!,18986310,Alissa,,Rocky Fork-Blacklick,40.09093,-82.88549,Private room,60,7,48,7/30/22,0.54,1,331,4,2019-1826
3940646,The Manor-  3rd FL. Loft Apt. - Close to Downtown,19532241,Tawana,,Near East,39.9659,-82.97557,Entire home/apt,90,1,367,9/5/22,5.57,1,51,75,2021-2912
3975468,"Serial Entrepreneur-Ship (""S.E.S"")",16184897,Toya,,South Linden,40.00899,-82.97534,Private room,55,1,65,8/1/22,0.68,5,178,2,2019-2083
4291668,Gas FP w/ Pristine Private Entry Studio @ Polaris,11288291,Teresa And Addison,,Far North,40.1522,-82.96164,Entire home/apt,99,1,201,9/16/22,2.13,1,310,63,
4679761,King Private Room at the Hostel,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,83,1,61,9/4/22,0.8,9,346,11,2019-1314
5297763,"Comfy I, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98879,-83.00255,Entire home/apt,146,1,384,9/8/22,4.33,12,334,91,2021-3068
5372431,No Booking Fees | CMH Airport | Easton,24503470,Erica,,Northeast,40.01048,-82.92681,Private room,68,2,149,8/1/22,1.66,2,85,27,2019-3199
5533834,Large Short North House,28695156,Miles,,Near North/University,39.98296,-82.99871,Entire home/apt,308,2,152,7/2/22,1.66,3,351,13,2019-1841
5820556,Extended Stay Short North Close to OSU!,119415,Douglas,,Near North/University,39.98992,-83.00427,Entire home/apt,104,28,158,8/31/22,1.75,1,334,8,2019-1145
5854666,Nice BD/ off street parking/Shabat,25144683,Yizhar Joe,,Eastmoor/Walnut Ridge,39.96927,-82.92156,Private room,95,2,8,8/11/19,0.11,1,363,0,
6214751,1 Bedroom Lower Level Apartment,31349526,Bill,,Near East,39.9661,-82.96512,Entire home/apt,99,1,137,5/26/19,1.53,1,0,0,2019-1524
6391158,"Your  Home in Columbus ,Ohio 43230",33321292,Figen,,Rocky Fork-Blacklick,40.06225,-82.85429,Private room,60,1,178,9/12/22,2,2,360,22,2019-2706
6416756,Your home in Columbus 43230,33321292,Figen,,Rocky Fork-Blacklick,40.06193,-82.85436,Private room,69,1,139,8/21/22,1.57,2,361,21,2019-2706
6423005,The Perfect Pad All To Yourself,66518998,Carli,,Near North/University,39.97388,-83.00451,Entire home/apt,199,1,223,9/4/22,2.58,1,337,49,2021-1791
6883920,SERENITY in NW Columbus!,11363908,Brenda And Steven,,Hayden Run,40.06489,-83.11963,Entire home/apt,180,2,50,7/30/22,0.57,1,264,10,
6924472,Secluded 3rd floor bedroom near OSU & Short North!,24519205,Darrin,,Near North/University,39.992,-83.01084,Private room,62,1,176,9/9/22,2.13,3,339,78,2019-1235
7061726,"Comfy II, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98695,-83.00125,Entire home/apt,146,1,379,9/5/22,4.34,12,340,53,2021-3069
7474783,"Charming, Historic Home Close to Downtown Columbus",39147286,David,,Near East,39.96281,-82.94999,Private room,70,1,30,9/11/22,5.2,1,351,30,2021-3126
7564891,Tulsa #3 Nicely Priced Bedroom,39662644,Paul,,Northland,40.06467,-82.98839,Private room,54,30,14,3/14/22,0.16,9,275,1,
7617016,Tulsa #1 Shared House Master Bedroom,39662644,Paul,,Northland,40.06467,-82.98839,Private room,61,30,12,3/31/22,0.14,9,326,1,
7637541,Tulsa #4 Nicely Priced Bedroom,39662644,Paul,,Northland,40.06466,-82.98839,Private room,54,30,15,3/28/21,0.2,9,323,0,
7771588,1BR Apt. on Clintonville Ravine,7785489,Nancy,,Near North/University,40.01904,-83.00172,Entire home/apt,90,3,112,9/9/22,1.33,3,297,18,2019-1273
7909479,Beautiful condo in downtown,41706311,David,,Downtown,39.96581,-82.99891,Entire home/apt,107,30,27,12/20/15,0.31,1,365,0,
8507141,"Tulsa #5 Bedroom, large",39662644,Paul,,Northland,40.0615,-82.98872,Private room,54,30,15,1/3/22,0.28,9,292,1,
8507146,Tulsa #6 Nicely Priced Bedroom,39662644,Paul,,Northland,40.06467,-82.98839,Private room,54,30,18,1/15/22,0.24,9,255,2,
8578379,Beautiful Olde Towne East Home close to Downtown,44880235,Regan,,Near East,39.96145,-82.97216,Private room,32,1,590,9/16/22,6.95,2,299,119,2019-1829
8662090,Classic Second-Floor Olde Town East-Full Apartment,1583338,Jay & Michael,,Near East,39.96661,-82.96441,Entire home/apt,82,2,163,8/14/22,1.95,1,83,23,2019-2372
8688424,Fabulous apartment inside beautiful home,35480169,Margaret,,Northwest,40.06366,-83.09885,Entire home/apt,79,2,66,9/17/22,0.78,1,349,25,2019-2111
8702043,Big 3 Story House Downtown Columbus,28695156,Miles,,Near North/University,39.98382,-83.01635,Entire home/apt,314,2,154,8/14/22,1.84,3,347,12,2018-1841
9169196,Victorian Home in the Short North Neighborhood,1815644,Amanda,,Near North/University,39.98908,-83.00898,Entire home/apt,244,2,40,9/18/22,0.56,1,85,8,2019-2063
9213984,Peaceful home in the Dublin area,36990978,Bonnie,,Far Northwest,40.10672,-83.07529,Entire home/apt,200,2,182,9/10/22,2.19,1,319,30,2019-1500
9403080,"""The Coop""  Near Easton Town Center Columbus, OH",7934201,Robin,,Northland,40.06079,-82.92073,Entire home/apt,98,1,337,9/5/22,4.59,1,295,76,
9561460,Map Room - Olde Towne/Franklin Park-Historic Home,25656963,Josh,,Near East,39.96028,-82.95052,Private room,96,1,561,9/10/22,6.82,2,263,105,2019-1868
9616366,No Booking Fees | Private Room | CMH Airport,24503470,Erica,,Northeast,40.00921,-82.92745,Private room,68,2,149,9/15/22,1.85,2,85,27,2019-3199
9725156,Peaceful Eco-Friendly Meditator's Home,37196796,Dianne,,North Linden,40.03632,-82.9885,Private room,55,1,29,4/9/22,0.62,1,23,2,2019-3197
9903695,"New Management and the best location, Short North",17923537,Tara,,Near North/University,39.97977,-83.00284,Entire home/apt,170,2,192,12/20/21,2.39,1,254,10,2019-2268
10123323,Top Floor Comfy condo ❤ of Short North,2994567,Mark,,Near North/University,39.97459,-83.00314,Entire home/apt,201,2,122,9/6/22,1.49,5,107,16,2021-3430
10383297,East Columbus Suburbs with private bath,53450563,John,,Far East,40.00027,-82.78248,Private room,41,1,338,9/20/22,4.18,1,339,92,2022-1435
10520873,The Hangar- Crow's Nest in Short North near OSU,14397907,Bernard,,Near North/University,39.97977,-83.00458,Entire home/apt,145,1,52,7/24/22,0.71,1,167,1,2019-1062
10613716,Large 4BD/2B 1/2 Duplex near Downtown & OTE,54769683,Annie,,Near East,39.96911,-82.97719,Entire home/apt,94,2,6,9/18/22,2.43,13,167,6,2022-1758
10683157,country guesthouse/Columbus OH,51343654,Susie,,Westland,39.93065,-83.17506,Entire home/apt,119,2,67,9/18/22,0.84,3,340,18,
10754791,Powell Room(s) With full Gym!!!,55613143,Rose,,Far Northwest,40.14285,-83.06266,Private room,89,2,216,8/7/22,2.71,1,29,1,
11047105,Garden Manor Guest House Air BnB,57330981,Al,,Near East,39.96938,-82.97235,Entire home/apt,138,2,175,9/10/22,2.18,1,135,49,2019-1796
11142752,2 private rooms (queen bed listing),57910238,Marisol,,Northland,40.09852,-82.96423,Private room,50,1,13,3/3/19,0.16,1,0,0,
11531954,Ranch house in Historic Dublin with Garage parking,5139720,Mike,,Hayden Run,40.0953,-83.12019,Entire home/apt,155,30,161,8/2/22,2.1,1,142,3,
11673338,Charming Marble Cliff Area Townhome,61981933,Tammy,,West Scioto,39.98711,-83.06753,Private room,60,1,10,9/19/21,0.13,2,297,0,2019-3410
11921949,Single room Close to OSU (30 day min),11043646,Curt,,West Olentangy,40.02452,-83.03391,Private room,32,28,47,8/3/22,0.61,3,110,2,
12143810,Cozy luxury bedroom w/ private bathroom,63285107,Alberto,,Northwest,40.05428,-83.04824,Private room,38,30,308,4/1/22,3.97,1,40,3,
12191331,Cozy home in Grandview minutes from OSU Campus!,58086298,Spenceton Estates,,West Olentangy,39.98776,-83.02979,Entire home/apt,97,2,16,3/19/22,1.46,1,0,16,
12631194,"Urban I, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98829,-83.0022,Entire home/apt,149,1,342,9/14/22,4.56,12,317,70,2021-3067
12737365,Private Bedroom and Bath in Dublin/Hilliard Ohio,3492360,Greg,,Hayden Run,40.0599,-83.11814,Private room,64,1,396,9/10/22,5.17,1,301,67,2019-1935
12751583,Heart of Olde Towne East Loft,68942337,Brad,,Near East,39.96356,-82.97595,Entire home/apt,271,1,274,7/3/22,3.6,1,19,1,2019-1401
12755075,Quaint 1920's Townhouse,69289743,Sarah,,Near South,39.92996,-82.99157,Entire home/apt,129,2,145,9/4/22,1.91,3,347,20,2019-1590
12807651,"1BR 1-person Clintonville Apt, (5-day min rental)",7785489,Nancy,,Near North/University,40.01888,-83.00052,Entire home/apt,60,5,32,5/8/22,0.43,3,170,3,2019-1274
12972937,Historic German Village Apartment,63926278,Brittany,,Near South,39.94861,-82.99635,Entire home/apt,249,2,64,9/6/22,0.83,1,357,10,
13045810,Perfect for couples get away or singles traveling,72181837,Greg,,Northland,40.10091,-82.97387,Private room,53,1,208,9/18/22,3.35,1,351,82,2019-2348
13083807,"OSU #3, Great Place!",39662644,Paul,,Near North/University,40.00456,-82.99684,Private room,27,30,0,,,9,262,0,
13089173,Eastwood Heights Lounge,33524881,Keith,,Near East,39.96864,-82.96408,Private room,40,5,92,7/31/22,1.2,3,51,6,2019-1531
13095135,Clintonville Home,32912159,John,,Clintonville,40.02797,-83.02092,Entire home/apt,78,1,530,9/8/22,6.89,1,13,28,2019-2870
13171999,Eastwood Heights BlueSky Room- Private room,33524881,Keith,,Near East,39.96936,-82.96413,Private room,46,5,39,8/29/22,0.51,3,57,8,2019-1531
13223833,Welcome! Share my home on Columbus's Westside :),74207205,Katy,,Far West,40.00983,-83.14662,Private room,58,3,83,8/7/22,1.1,2,352,16,2019-1434
13410261,★2 Bed★Heart of OSU★Mapfre★Laundry★Loft★Walk/Bus★,41002453,Jerry,,Near North/University,40.00939,-82.99704,Private room,51,2,519,9/12/22,6.79,15,357,52,2019-1831
13446477,★OSU★Mapfre★Laundry★Bus/walk★Renovated★★ Laundry★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,84,2,291,9/16/22,3.94,15,359,39,2019-1831
13478417,Eastwood Heights New Horizons Room,33524881,Keith,,Near East,39.96939,-82.96472,Private room,36,3,16,8/24/22,0.42,3,46,8,2019-1531
13672030,Home Away From Home/Private Deck/Yard/Pets Welcome,7114846,Jan,,West Olentangy,40.039116,-83.032127,Entire home/apt,110,2,260,9/19/22,3.51,1,76,34,2019-2213
13742680,Clintonville Charmer Room 1 (Has Animals),80461847,Cameron,,Near North/University,40.01115,-82.99838,Private room,45,1,131,6/5/22,1.75,2,0,9,2019-1975
13761608,Private Room and Bathroom.,17476820,Chuan En,,Northland,40.10171,-82.98133,Private room,40,2,199,9/4/22,2.64,1,41,28,2019-1849
13994248,"Rustic Townhouse by Mapfre, Osu, Short North & Downtown",1395861,Happy To Host,,Near North/University,40.01891,-82.99861,Entire home/apt,212,2,232,9/18/22,3.15,4,327,35,2019-1508
14042295,Short North Carriage House,483306,Audra & Lacey,,Near North/University,39.98459,-83.00228,Entire home/apt,127,1,723,9/14/22,9.85,3,166,121,2022-2486
14262378,Cozy Short North Studio Close to OSU,14759634,Leisa,,Near North/University,39.98811,-83.01074,Entire home/apt,54,31,147,11/17/19,1.97,1,170,0,2019-2921
14347236,Private Room 15 min To Airport !!,87368949,Juliana,,Far East,39.98938,-82.83676,Private room,70,1,359,9/18/22,6.38,3,361,69,2019-1306
14356430,Cozy bedroom in heart of the city. Monthly welcome,88006238,Robert And Bonnie,,Near East,39.97486,-82.94964,Private room,27,28,47,9/30/21,0.75,4,109,1,2019-1294
14401125,Lower level Studio Apt in residential home,18169804,Teresa,,Far South,39.90341,-82.98693,Private room,35,30,2,8/8/22,0.51,1,275,2,
14518623,The Victorian Charmer | Short North Arts District,52174539,Kate & Nat,,Near North/University,39.98317,-83.01092,Entire home/apt,49,30,10,9/15/22,0.14,25,179,2,
14637285,★Queen Bed★Walk to OSU★Kitchen★Renovated★Bus★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,73,2,320,8/11/22,4.33,15,338,48,2019-1831
14637360,★Restored★Laundry ★FreeParking★OSU★Bus/Walk★2Bath★,41002453,Jerry,,Near North/University,40.00843,-82.99905,Private room,52,2,341,9/17/22,4.61,15,359,47,2019-1831
14704408,Safe at Night - Columbus/Grandview 2 Bedroom Condo,90210454,Lana,,West Olentangy,39.98026,-83.03441,Entire home/apt,136,1,1,9/19/22,1,1,362,1,
14901086,Sweet Little Room in Quiet Neighborhood,93547897,Chantal-Marie,,Northland,40.102318,-82.979515,Private room,40,7,192,9/3/22,3.01,3,38,10,2021-3024
14928551,"Iuka II, 4BR 2.5B, Parking, 1600 sqft RoweRentals",27439453,Ingrid & Mike,,Near North/University,40.00689,-82.99896,Entire home/apt,159,1,186,9/9/22,2.59,12,327,31,2019-1706
14949691,Beautiful spacious suite with gym.,42144583,Jason,,Near North/University,39.98391,-82.99771,Private room,69,1,158,9/18/22,2.17,1,339,51,2019-1284
15005616,Spacious 1 Bedroom Apartment Near OSU and Downtown,94666498,Corey,,Near North/University,39.99795,-82.99956,Entire home/apt,71,1,68,10/24/21,0.94,1,0,2,2019-2491
15008883,Unique Short North 4 BR 2.5 B 2100sqft RoweRentals,27439453,Ingrid & Mike,,Near North/University,39.97937,-83.00123,Entire home/apt,239,1,260,9/4/22,3.56,12,315,49,2021-3073
15017759,"Sweet Suite in Historic Woodland Park, downtown",28929522,Annette And TJ,,Near East,39.96978,-82.95881,Entire home/apt,145,6,43,8/20/22,0.59,1,212,3,2019-2049
15174767,Charming 1 Bedroom/Studio w/ Parking,26740496,Samantha,,Clintonville,40.07579,-83.0174,Entire home/apt,60,1,84,9/5/22,10.16,1,163,84,
15301272,German Village Gem!,97433871,Michael,,Near South,39.95035,-82.98907,Entire home/apt,115,1,11,7/31/21,0.69,1,0,0,2021-1054
15393760,"Private clean, quite room and bath in a safe area.",98453972,Johnny & Lisa,,Far North,40.11753,-82.97726,Private room,41,3,46,8/7/21,0.68,1,205,0,
15477997,"Beautiful Bexley Home, Perfect for Families!",19901046,Steven,,Eastmoor/Walnut Ridge,39.95862,-82.93405,Entire home/apt,289,2,10,6/24/22,0.14,1,4,1,
15478932,Converted Historic Railroad House,92809656,Anthony,,Near South,39.93438,-82.99214,Entire home/apt,90,1,215,9/18/22,2.99,1,336,44,2019-2922
15500362,Relaxing Extended Stay Space,29129391,Jason,,Near East,39.97323,-82.9573,Private room,73,1,73,9/11/22,1.02,2,317,7,2019-1818
15509274,Columbus Comfort. Close to all top attractions!!,57247068,Rue,,Hilltop,39.94995,-83.0804,Entire home/apt,311,2,129,9/4/22,2.11,1,347,20,2019-1863
15552200,Short North Apartment just steps from ~EVERYTHING!,4418841,Anton,,Near North/University,39.98652,-83.00743,Entire home/apt,87,30,130,8/31/22,1.82,3,300,6,2019-1892
15883347,"Safe, Roomy, Dog Friendly Studio w/ salt spa visit",877959,Elizabeth,,Clintonville,40.03789,-83.01618,Entire home/apt,65,2,90,3/15/20,1.27,1,169,0,2019-1297
15929897,Guest Suite @ OSU & Short North Arts District,52174539,Kate & Nat,,Near North/University,39.98939,-83.01006,Entire home/apt,56,2,445,9/9/22,6.47,25,173,27,2021-3229
15966488,Sleeping in the City,103700433,Erin,,Downtown,39.95796,-82.99396,Entire home/apt,100,1,230,8/28/22,3.28,3,78,25,2019-2195
15988515,Pristine Clean--Book Entire House or Book Bedroom,103896042,Marlene,,Hayden Run,40.06991,-83.17337,Private room,134,1,264,9/18/22,3.74,1,134,41,2019-1761
16037230,Home great for relaxing,104357124,David,,Northeast,40.02934,-82.9327,Entire home/apt,211,1,3,9/18/22,2.81,1,353,3,
16154072,Olde Towne East Historical Home,105433925,Fitumi,,Near East,39.95516,-82.96894,Entire home/apt,380,2,52,9/5/22,1.21,14,124,34,2021-2620
16299456,A Zen Art Oasis - Private Guest Room,32264522,SueB,,Near North/University,39.98234,-83.01168,Private room,125,2,53,8/9/20,0.76,1,0,0,2019-1872
16323611,Chic Studio in Historic Building by German Village,106558116,Natalia,,Near South,39.94374,-82.98396,Entire home/apt,90,1,221,9/4/22,3.17,1,2,14,
16352852,Conveniently located studio apartment,107079813,Andrew,,Far Northwest,40.09135,-83.06617,Entire home/apt,65,2,245,9/4/22,3.54,2,339,48,
16382860,"Charming Studio In Gahanna, Near Columbus & Intel",15683090,John Michael,,Northeast,40.01955,-82.86226,Private room,88,1,85,9/4/22,1.25,3,90,9,
16517236,Canal Winchester! Safe and clean!!,14439218,Liz,,Southeast,39.86121,-82.81356,Entire home/apt,70,1,98,9/11/22,1.52,1,154,19,
16534298,Conveniently located 1-bed apartment,107079813,Andrew,,Far Northwest,40.09172,-83.06769,Entire home/apt,89,2,156,9/5/22,2.26,2,337,28,
16553536,Taste the REIGNbow,16184897,Toya,,South Linden,40.00724,-82.97547,Entire home/apt,85,1,52,9/17/21,0.75,5,171,0,2019-2083
16586368,"Master Suite w/ Kitchenette. Gahanna, near airport",109361777,Hanief,,Northeast,40.0248,-82.8686,Entire home/apt,75,1,44,6/22/22,0.79,1,0,2,
16754197,The Gallery (Short North/OSU/Downtown),39185455,Deanna,,Near North/University,39.98846,-83.0073,Entire home/apt,73,1,423,9/17/22,6.46,1,313,94,2019-1326
16906104,Cozy home close to downtown and German Village,1794987,Sid,,Near South,39.93175,-82.99394,Private room,56,1,0,,,1,164,0,
17071735,3rd Floor Suite in Historic Home on Goodale Park,114502307,Jeff,,Near North/University,39.97792,-83.00915,Entire home/apt,158,2,158,9/19/22,2.34,2,138,31,2021-2875
17265759,Loft Carriage House—Short North/Convention Center,116400313,Nate,,Near North/University,39.97668,-83.0067,Entire home/apt,205,2,106,8/29/22,1.58,25,166,20,2021-2797
17365804,"Urban II, 3 Bed, 1 Bath, Free Parking -RoweRentals",27439453,Ingrid & Mike,,Near North/University,39.98822,-83.00088,Entire home/apt,102,1,346,9/9/22,5.11,12,331,77,2021-3066
17455574,German Village -  Beakerloo Apt B,42309439,Lucy & Brent,,Near South,39.94368,-82.99245,Entire home/apt,87,2,219,9/17/22,3.24,3,322,42,2019-1430
17513622,Serenity on the lake - Private bed & bath,12433449,Linda,,Far North,40.11211,-82.9139,Private room,102,2,236,9/15/22,3.66,1,73,46,
17556340,"Style & Comfort In Gahanna, Near Columbus & Intel",15683090,John Michael,,Northeast,40.02003,-82.86171,Private room,95,1,59,9/18/22,0.88,3,88,22,
17623703,Quiet A-Frame: length-of-stay discounts offered!,69202769,Erick,,West Olentangy,40.03579,-83.09166,Private room,120,30,19,11/2/19,0.29,1,263,0,
17791756,Short North 4 Bedroom House,28695156,Miles,,Near North/University,39.97913,-83.00109,Entire home/apt,364,1,88,8/14/22,1.35,3,347,12,2019-1840
18535724,Private queen bedroom 2 - N. Campus,2350409,Edward,,Near North/University,40.01063,-83.00838,Private room,39,3,26,9/12/22,0.4,3,274,10,2019-1344
18631993,Short North Studio Apt. w/Off-street Parking,71666929,August,,Near North/University,39.9831,-83.00663,Entire home/apt,87,7,389,8/17/22,6.47,3,344,7,2019-1961
18735741,City Vibe (Short North/Victorian Village),51970180,Eric,,Near North/University,39.97709,-83.00892,Private room,89,1,238,9/17/22,3.69,1,116,53,2019-0789
18754945,Grandview Post-War Charmer,106768476,Tom And Sara,,West Olentangy,39.99031,-83.03687,Entire home/apt,132,2,246,9/8/22,3.78,1,117,50,2019-1244
18768075,"Modern Ranch, WiFi, Garage, 55""TV, Roku, Huge Yard",33532441,Alex,,Eastmoor/Walnut Ridge,39.93966,-82.91436,Entire home/apt,121,2,141,9/14/22,2.17,4,311,25,2019-1737
18893274,Ramona's Hideaway,114371691,Tim,,Near East,39.96068,-82.98104,Entire home/apt,159,1,184,11/21/21,2.9,1,29,7,2019-1285
18930516,Goodale Park Carriage House - heart of Short North,114502307,Jeff,,Near North/University,39.978,-83.00951,Entire home/apt,131,1,396,9/19/22,6.19,2,317,80,2021-2876
19052130,Clintonville Spacious Basement w/ Private Entrance,132987777,Cory,,Clintonville,40.03501,-83.01691,Private room,75,30,167,6/5/22,2.59,1,50,28,2019-1262
19182076,Carriage House on Wall Street,134168758,Lainie,,Near South,39.94123,-82.99742,Entire home/apt,165,2,164,9/18/22,2.57,8,347,32,2019-1278
19183032,Triple Private Room at the Hostel,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,102,1,19,8/17/22,0.32,9,242,4,2019-1314
19183954,Family Room at the Hostel,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,155,1,15,4/5/22,0.25,9,252,1,2019-1314
19310000,"Historic Uptown Westerville GetawayOSU,COSI +MORE!",135233788,Gretchen,,Far North,40.12614,-82.9337,Entire home/apt,133,2,287,9/19/22,4.82,3,326,61,
19328258,Clintonville Charmer Room 2 (Has Animals),80461847,Cameron,,Near North/University,40.01132,-82.99985,Private room,48,1,78,6/19/22,1.25,2,0,14,2019-1975
19348897,Entire Olde Town East Condo,74068166,Dr. Leslie,,Near East,39.96907,-82.97191,Entire home/apt,91,1,243,9/4/22,3.82,1,53,51,2019-2292
19700416,Peaceful Room in Quiet Neighborhood,93547897,Chantal-Marie,,Northland,40.10267,-82.98094,Private room,41,7,91,9/19/22,1.46,3,1,11,2021-3024
19768209,Almost Bexley Near Airport Cozy Guest Room,25476736,Sara,,Eastmoor/Walnut Ridge,39.9645,-82.92331,Private room,56,1,12,7/24/22,0.94,3,12,9,
19811151,"Lovely  2 BR  by bike path, 2 miles to OSU",34871997,Kathy,,Clintonville,40.02318,-83.01869,Entire home/apt,95,2,112,1/31/21,1.83,1,0,0,2019-1523
19813596,A Secluded and Tranquil City retreat,139974150,Evette,,West Scioto,39.99624,-83.07833,Private room,103,1,61,8/28/22,0.99,3,89,14,2019-3359
19814625,Bedroom with a view,139974150,Evette,,West Olentangy,39.99433,-83.0688,Private room,83,1,66,9/11/22,1.22,3,88,23,
19840029,Historic Studio Loft - Primo Location,31798233,Sam,,Near North/University,39.97467,-83.00347,Entire home/apt,101,2,308,9/4/22,5.05,4,130,55,2021-3250
19859814,Studio with a View,103700433,Erin,,Downtown,39.95784,-82.99409,Entire home/apt,100,1,291,9/1/22,4.75,3,75,48,2019-2197
19923750,Bedroom with private bath. Monthly welcomed.,88006238,Robert And Bonnie,,Near East,39.97405,-82.94968,Private room,32,28,62,8/13/22,0.99,4,93,7,2019-1294
19961055,"Beautiful, spacious home, walking distance to OSU",72162010,Matthew,,Near North/University,40.01374,-83.00944,Entire home/apt,229,2,31,8/22/22,0.51,1,237,8,2021-2473
20015830,Comforts of Home -Instant book monthly welcomed.,88006238,Robert And Bonnie,,Near East,39.9759,-82.94909,Private room,30,30,94,8/14/22,1.5,4,157,8,2019-1294
20047598,Beechwold Bungalow - Clean & Conveniently Located,142420946,Steve,,Clintonville,40.05431,-83.0153,Entire home/apt,189,2,14,9/18/22,5,1,122,14,2022-1842
20132677,"Charming Renovated Duplex, Minutes from Downtown",35045902,Kelly & Eric,,Near South,39.93006,-82.98397,Entire home/apt,172,3,228,6/12/22,3.71,1,0,19,2021-2929
20276552,Secluded Nature Lover's Retreat,92261675,Ginger,,Rocky Fork-Blacklick,40.09805,-82.87542,Entire home/apt,225,2,52,6/12/22,0.85,1,58,14,
20469877,"Iuka I, 4BR, 2.5B, Parking, 1600 sqft RoweRentals",27439453,Ingrid & Mike,,Near North/University,40.00633,-82.99825,Entire home/apt,159,1,173,8/11/22,2.82,12,304,37,2021-3070
20620942,Clean & Tranquil Home Away From Home,35426465,Karen,,Clintonville,40.03309,-83.02207,Entire home/apt,220,2,136,9/5/22,2.41,2,182,30,2022-1141
20694473,Short North/Italian Village Townhome,90791703,Jim,,Near North/University,39.98013,-82.99965,Entire home/apt,233,1,226,9/18/22,3.7,1,83,47,2019-2113
